state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,sales_channel,vehicle_class,vehicle_size,policy_level,renew_offer_type_numeric
California,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate,Web,Two-Door Car,Small,1,1
Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Web,Luxury SUV,Large,2,1
Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Branch,SUV,Small,3,1
Oregon,No,Extended,Bachelor,Unemployed,F,Rural,Married,Personal,Agent,Four-Door Car,Large,3,3
Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal,Web,Four-Door Car,Medsize,1,4
Oregon,Yes,Basic,College,Employed,M,Suburban,Married,Personal,Call Center,SUV,Medsize,2,2
Oregon,No,Extended,College,Employed,F,Suburban,Single,Personal,Web,SUV,Medsize,2,2
Nevada,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate,Agent,Four-Door Car,Medsize,3,3
Oregon,No,Extended,High School or Below,Disabled,M,Suburban,Single,Corporate,Branch,Sports Car,Medsize,3,2
Arizona,No,Extended,College,Employed,F,Suburban,Divorced,Corporate,Branch,Four-Door Car,Medsize,1,3
Nevada,No,Extended,College,Medical Leave,M,Suburban,Divorced,Personal,Web,SUV,Large,3,1
Washington,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Call Center,Two-Door Car,Small,3,4
Washington,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Branch,SUV,Small,2,1
Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal,Call Center,SUV,Medsize,2,3
California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal,Call Center,Four-Door Car,Medsize,2,2
Oregon,Yes,Basic,Master,Retired,F,Urban,Married,Corporate,Agent,Two-Door Car,Medsize,2,1
California,No,Basic,College,Employed,M,Suburban,Married,Corporate,Web,Luxury Car,Medsize,2,1
Arizona,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal,Branch,SUV,Large,3,2
Oregon,No,Basic,College,Employed,M,Urban,Single,Personal,Branch,Four-Door Car,Medsize,3,2
California,No,Basic,College,Employed,F,Suburban,Married,Personal,Call Center,Four-Door Car,Small,2,4
Washington,No,Basic,College,Employed,F,Urban,Single,Corporate,Web,Four-Door Car,Medsize,3,3
California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate,Agent,SUV,Medsize,2,1
Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal,Agent,Four-Door Car,Medsize,1,1
California,No,Extended,High School or Below,Employed,F,Rural,Married,Personal,Branch,Four-Door Car,Medsize,1,1
Nevada,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal,Agent,Four-Door Car,Medsize,3,1
Arizona,No,Premium,College,Employed,M,Rural,Married,Personal,Agent,Four-Door Car,Medsize,3,1
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Branch,Four-Door Car,Medsize,3,1
California,No,Basic,Master,Employed,M,Suburban,Married,Corporate,Branch,Two-Door Car,Medsize,2,2
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Branch,Four-Door Car,Medsize,2,2
Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Personal,Branch,Two-Door Car,Medsize,2,2
California,No,Basic,College,Employed,M,Suburban,Married,Personal,Branch,SUV,Medsize,1,2
California,No,Basic,College,Medical Leave,M,Suburban,Single,Personal,Branch,Four-Door Car,Large,3,1
California,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate,Call Center,SUV,Medsize,1,4
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate,Branch,Four-Door Car,Medsize,3,3
California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal,Agent,Four-Door Car,Medsize,3,2
Nevada,Yes,Basic,Bachelor,Disabled,F,Suburban,Divorced,Personal,Web,Four-Door Car,Medsize,3,1
Oregon,Yes,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal,Call Center,SUV,Medsize,1,2
Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Personal,Branch,Four-Door Car,Medsize,3,2
Arizona,No,Basic,Bachelor,Employed,F,Urban,Single,Personal,Agent,SUV,Medsize,3,1
California,No,Basic,College,Employed,M,Suburban,Married,Personal,Web,Sports Car,Medsize,1,2
California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal,Agent,SUV,Medsize,1,1
Arizona,No,Extended,Bachelor,Medical Leave,F,Suburban,Married,Personal,Branch,Four-Door Car,Medsize,3,1
Washington,No,Basic,High School or Below,Medical Leave,M,Suburban,Single,Special,Web,SUV,Small,3,1
Oregon,No,Basic,College,Employed,F,Urban,Married,Personal,Agent,Four-Door Car,Medsize,2,2
Washington,No,Basic,High School or Below,Employed,M,Urban,Married,Personal,Agent,Two-Door Car,Medsize,3,2
Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Agent,Four-Door Car,Medsize,3,1
California,No,Extended,Bachelor,Employed,M,Rural,Divorced,Personal,Call Center,Four-Door Car,Medsize,3,1
Oregon,No,Extended,College,Unemployed,F,Suburban,Married,Corporate,Web,Four-Door Car,Medsize,2,1
Nevada,No,Basic,Master,Employed,M,Suburban,Divorced,Personal,Branch,Four-Door Car,Small,2,1
California,No,Basic,College,Employed,M,Urban,Married,Personal,Branch,Four-Door Car,Medsize,1,4
Nevada,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal,Call Center,Four-Door Car,Medsize,3,1
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Web,Sports Car,Medsize,1,3
Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,Branch,SUV,Medsize,1,1
California,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal,Agent,Sports Car,Medsize,1,3
Nevada,Yes,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal,Web,Sports Car,Medsize,1,2
California,No,Basic,Master,Employed,M,Rural,Single,Corporate,Agent,SUV,Large,2,3
California,No,Basic,Bachelor,Employed,F,Urban,Single,Personal,Web,Four-Door Car,Large,3,2
California,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal,Agent,Four-Door Car,Medsize,1,2
Oregon,No,Extended,Master,Employed,M,Rural,Married,Personal,Call Center,Four-Door Car,Medsize,1,3
California,Yes,Basic,College,Medical Leave,M,Suburban,Married,Personal,Branch,Four-Door Car,Medsize,3,1
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal,Web,Two-Door Car,Medsize,2,2
Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal,Web,Four-Door Car,Medsize,3,1
Arizona,No,Premium,High School or Below,Employed,M,Rural,Married,Personal,Call Center,Four-Door Car,Medsize,3,3
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,Call Center,Luxury Car,Medsize,1,1
Oregon,No,Basic,College,Employed,F,Rural,Married,Personal,Branch,SUV,Medsize,3,2
Arizona,No,Basic,Bachelor,Employed,M,Rural,Married,Personal,Agent,Four-Door Car,Medsize,2,2
Oregon,No,Basic,College,Employed,F,Urban,Single,Personal,Agent,Two-Door Car,Medsize,2,1
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Call Center,Four-Door Car,Small,2,3
California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal,Branch,SUV,Small,3,4
Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal,Branch,Four-Door Car,Medsize,3,4
California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Agent,Sports Car,Medsize,2,1
Oregon,No,Premium,Bachelor,Medical Leave,M,Suburban,Married,Corporate,Agent,SUV,Medsize,3,1
Washington,No,Extended,High School or Below,Employed,F,Rural,Divorced,Corporate,Agent,Four-Door Car,Medsize,3,2
California,No,Extended,College,Employed,F,Urban,Married,Personal,Agent,Four-Door Car,Medsize,3,3
California,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal,Branch,SUV,Small,3,2
California,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal,Agent,SUV,Large,2,1
Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Branch,Four-Door Car,Medsize,3,2
Oregon,No,Basic,Bachelor,Unemployed,F,Urban,Married,Personal,Branch,Four-Door Car,Medsize,3,1
Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate,Web,Four-Door Car,Medsize,2,2
Oregon,No,Premium,College,Medical Leave,F,Urban,Divorced,Personal,Web,Four-Door Car,Medsize,3,1
California,No,Extended,Master,Employed,M,Rural,Married,Corporate,Call Center,Two-Door Car,Medsize,3,2
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Branch,SUV,Small,2,2
California,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate,Web,Two-Door Car,Medsize,1,4
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Call Center,Luxury Car,Medsize,2,2
Washington,No,Extended,College,Unemployed,F,Suburban,Single,Personal,Call Center,Luxury Car,Large,3,2
Arizona,Yes,Basic,Doctor,Employed,F,Urban,Married,Personal,Branch,Four-Door Car,Medsize,1,2
Washington,No,Premium,Bachelor,Unemployed,F,Suburban,Single,Personal,Agent,SUV,Medsize,3,2
Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Special,Branch,SUV,Medsize,2,1
California,No,Basic,Master,Unemployed,M,Urban,Single,Corporate,Agent,Four-Door Car,Medsize,3,3
California,No,Basic,Master,Employed,F,Urban,Single,Personal,Branch,Four-Door Car,Small,2,3
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Special,Agent,Two-Door Car,Medsize,2,2
Washington,No,Basic,College,Unemployed,F,Suburban,Divorced,Corporate,Call Center,Sports Car,Medsize,1,1
Arizona,No,Premium,High School or Below,Retired,F,Suburban,Married,Personal,Call Center,Four-Door Car,Large,3,1
California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal,Call Center,Four-Door Car,Medsize,2,1
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Agent,Sports Car,Medsize,1,1
Oregon,No,Extended,Bachelor,Unemployed,F,Rural,Divorced,Personal,Agent,Four-Door Car,Medsize,2,1
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Agent,Four-Door Car,Medsize,1,1
California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal,Branch,Four-Door Car,Small,3,3
Washington,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Call Center,Four-Door Car,Medsize,3,3
Oregon,No,Basic,Master,Employed,M,Rural,Single,Personal,Agent,Four-Door Car,Medsize,3,1
California,No,Basic,Master,Medical Leave,F,Suburban,Divorced,Personal,Branch,SUV,Medsize,2,3
California,No,Basic,Bachelor,Unemployed,F,Urban,Divorced,Corporate,Call Center,Four-Door Car,Medsize,3,1
Arizona,No,Extended,Bachelor,Unemployed,F,Rural,Divorced,Personal,Branch,Two-Door Car,Large,3,1
Arizona,Yes,Extended,Bachelor,Employed,F,Urban,Divorced,Personal,Web,Four-Door Car,Medsize,3,2
California,No,Extended,Master,Employed,M,Rural,Divorced,Personal,Call Center,Two-Door Car,Large,1,2
Nevada,Yes,Basic,Bachelor,Disabled,M,Suburban,Married,Personal,Branch,Sports Car,Large,2,1
Oregon,No,Basic,Bachelor,Disabled,M,Rural,Married,Personal,Call Center,Two-Door Car,Medsize,1,4
California,No,Extended,College,Employed,F,Rural,Divorced,Personal,Agent,Four-Door Car,Medsize,2,2
Arizona,Yes,Basic,Master,Employed,M,Rural,Divorced,Personal,Branch,Four-Door Car,Small,3,2
California,No,Extended,High School or Below,Unemployed,F,Suburban,Divorced,Personal,Branch,SUV,Medsize,1,1
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Call Center,Four-Door Car,Medsize,1,4
California,No,Premium,High School or Below,Employed,F,Urban,Married,Corporate,Agent,Four-Door Car,Medsize,2,1
Arizona,No,Extended,College,Unemployed,F,Suburban,Married,Personal,Agent,Four-Door Car,Medsize,1,1
Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Married,Personal,Agent,Four-Door Car,Medsize,2,3
California,No,Basic,College,Employed,F,Rural,Single,Corporate,Agent,Two-Door Car,Medsize,3,3
California,No,Basic,Master,Employed,F,Rural,Single,Personal,Agent,SUV,Medsize,3,2
California,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Agent,Two-Door Car,Large,3,2
Arizona,No,Basic,College,Employed,M,Urban,Married,Personal,Call Center,Two-Door Car,Large,3,2
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Agent,SUV,Medsize,3,1
California,No,Basic,High School or Below,Employed,M,Rural,Divorced,Corporate,Agent,Two-Door Car,Medsize,1,3
Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate,Web,Four-Door Car,Medsize,3,1
Oregon,No,Extended,College,Unemployed,M,Suburban,Married,Personal,Agent,SUV,Medsize,3,4
Nevada,No,Basic,College,Employed,F,Urban,Married,Personal,Web,Four-Door Car,Small,3,2
Arizona,No,Basic,High School or Below,Employed,F,Rural,Single,Personal,Call Center,Four-Door Car,Medsize,3,3
Oregon,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Corporate,Agent,Two-Door Car,Large,1,2
Arizona,No,Basic,College,Unemployed,M,Suburban,Married,Personal,Agent,SUV,Small,3,3
California,Yes,Basic,College,Employed,F,Rural,Single,Personal,Agent,Two-Door Car,Medsize,2,2
California,No,Extended,College,Employed,M,Rural,Married,Personal,Agent,Four-Door Car,Medsize,2,1
Oregon,No,Extended,Master,Unemployed,M,Rural,Married,Special,Call Center,SUV,Small,2,1
California,No,Basic,College,Medical Leave,F,Urban,Married,Personal,Branch,Two-Door Car,Large,2,3
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,Agent,Four-Door Car,Small,3,1
Oregon,No,Extended,Bachelor,Employed,M,Suburban,Single,Special,Agent,Two-Door Car,Small,3,1
Oregon,No,Premium,College,Employed,M,Suburban,Married,Corporate,Agent,Sports Car,Large,3,3
Oregon,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal,Web,Sports Car,Medsize,2,1
Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate,Web,Four-Door Car,Medsize,3,2
Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Branch,Two-Door Car,Medsize,1,2
Oregon,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Corporate,Agent,Two-Door Car,Medsize,3,2
California,Yes,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Personal,Call Center,Two-Door Car,Large,3,1
Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal,Branch,Four-Door Car,Medsize,3,2
Arizona,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal,Web,Four-Door Car,Small,1,2
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal,Web,Sports Car,Large,2,4
Nevada,No,Premium,College,Employed,M,Suburban,Married,Personal,Branch,Four-Door Car,Medsize,3,2
California,Yes,Premium,High School or Below,Unemployed,M,Suburban,Married,Personal,Web,SUV,Medsize,1,2
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Call Center,Four-Door Car,Medsize,2,2
California,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate,Agent,SUV,Medsize,3,2
Oregon,No,Basic,College,Employed,M,Urban,Single,Personal,Web,Four-Door Car,Medsize,1,2
Oregon,No,Basic,Master,Disabled,F,Rural,Married,Personal,Agent,Two-Door Car,Medsize,3,1
Washington,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal,Agent,Luxury SUV,Medsize,3,1
California,No,Extended,College,Unemployed,F,Suburban,Single,Personal,Agent,Four-Door Car,Medsize,3,1
Oregon,No,Basic,Doctor,Employed,M,Suburban,Married,Personal,Agent,Two-Door Car,Small,3,4
California,No,Extended,College,Disabled,F,Rural,Divorced,Personal,Call Center,Two-Door Car,Medsize,3,4
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Call Center,Four-Door Car,Medsize,3,3
Washington,No,Basic,College,Employed,F,Urban,Single,Personal,Agent,Four-Door Car,Medsize,1,1
Nevada,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal,Branch,SUV,Large,1,2
Oregon,No,Extended,College,Employed,F,Urban,Married,Personal,Agent,Two-Door Car,Medsize,1,2
California,No,Basic,College,Employed,M,Rural,Married,Corporate,Agent,SUV,Small,2,1
Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Call Center,Four-Door Car,Medsize,2,2
California,Yes,Basic,College,Unemployed,F,Suburban,Married,Personal,Agent,Four-Door Car,Medsize,3,2
California,No,Extended,College,Employed,M,Suburban,Married,Corporate,Branch,Four-Door Car,Small,1,2
Arizona,Yes,Extended,Master,Employed,M,Urban,Married,Personal,Agent,Four-Door Car,Medsize,1,3
Arizona,No,Basic,College,Disabled,M,Suburban,Married,Personal,Agent,Four-Door Car,Medsize,3,4
California,No,Extended,Master,Employed,M,Urban,Married,Personal,Agent,Four-Door Car,Medsize,1,3
California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,Call Center,Four-Door Car,Medsize,3,2
Washington,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Web,Four-Door Car,Medsize,1,3
Oregon,Yes,Extended,High School or Below,Retired,F,Suburban,Divorced,Personal,Agent,Four-Door Car,Large,2,1
Arizona,No,Basic,Doctor,Employed,M,Rural,Married,Personal,Call Center,Two-Door Car,Large,3,1
Nevada,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal,Agent,Four-Door Car,Medsize,3,1
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Agent,Four-Door Car,Small,2,2
Oregon,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Personal,Agent,SUV,Medsize,3,2
Nevada,No,Extended,College,Employed,M,Urban,Married,Personal,Branch,SUV,Medsize,1,4
Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal,Agent,Four-Door Car,Large,3,2
California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal,Agent,Two-Door Car,Small,2,1
Oregon,No,Basic,College,Employed,M,Rural,Married,Personal,Agent,Four-Door Car,Medsize,3,1
Nevada,No,Premium,Bachelor,Employed,F,Suburban,Single,Personal,Web,Four-Door Car,Medsize,2,2
Nevada,No,Extended,Bachelor,Employed,M,Urban,Divorced,Personal,Branch,Four-Door Car,Medsize,3,3
California,No,Extended,Doctor,Employed,M,Urban,Single,Personal,Web,SUV,Medsize,3,2
Nevada,No,Basic,High School or Below,Employed,F,Urban,Single,Personal,Branch,Two-Door Car,Medsize,2,2
Oregon,Yes,Premium,High School or Below,Employed,F,Rural,Married,Personal,Web,Four-Door Car,Medsize,2,2
Nevada,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Agent,Four-Door Car,Medsize,1,3
Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Call Center,Four-Door Car,Medsize,2,1
California,No,Basic,College,Unemployed,F,Urban,Married,Special,Branch,Four-Door Car,Medsize,3,1
Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate,Agent,SUV,Small,3,3
Arizona,No,Extended,Master,Employed,M,Urban,Married,Personal,Agent,Two-Door Car,Medsize,3,4
California,No,Basic,High School or Below,Employed,F,Suburban,Single,Corporate,Agent,Two-Door Car,Medsize,1,1
Nevada,No,Extended,High School or Below,Disabled,M,Suburban,Divorced,Corporate,Branch,Four-Door Car,Small,3,1
Arizona,No,Basic,Master,Unemployed,M,Urban,Married,Personal,Agent,Sports Car,Medsize,1,3
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal,Call Center,SUV,Medsize,1,1
Arizona,No,Extended,High School or Below,Employed,M,Rural,Married,Corporate,Agent,Sports Car,Medsize,1,1
California,No,Basic,College,Employed,F,Rural,Married,Personal,Agent,Four-Door Car,Large,3,1
Washington,No,Basic,College,Employed,F,Urban,Divorced,Corporate,Branch,Two-Door Car,Medsize,3,1
Oregon,No,Basic,Doctor,Employed,M,Suburban,Married,Personal,Call Center,SUV,Large,2,2
Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Branch,Four-Door Car,Small,2,4
Arizona,No,Extended,Master,Employed,F,Rural,Married,Personal,Agent,Four-Door Car,Medsize,2,1
Arizona,No,Basic,College,Employed,M,Suburban,Single,Personal,Branch,Four-Door Car,Medsize,3,1
Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate,Agent,Four-Door Car,Medsize,1,3
Oregon,No,Basic,College,Employed,F,Urban,Married,Personal,Branch,Four-Door Car,Medsize,3,2
Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Branch,Four-Door Car,Small,3,1
Arizona,No,Extended,Bachelor,Employed,F,Rural,Married,Personal,Call Center,Four-Door Car,Medsize,3,2
California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal,Agent,Two-Door Car,Small,3,2
Arizona,No,Basic,Master,Employed,F,Rural,Divorced,Personal,Web,Four-Door Car,Medsize,3,2
Washington,Yes,Premium,High School or Below,Employed,F,Rural,Married,Personal,Web,Four-Door Car,Medsize,3,2
California,Yes,Basic,High School or Below,Medical Leave,F,Suburban,Divorced,Personal,Agent,Four-Door Car,Medsize,3,1
Arizona,No,Extended,High School or Below,Employed,F,Rural,Married,Personal,Web,Four-Door Car,Medsize,1,2
Nevada,No,Premium,College,Disabled,M,Suburban,Divorced,Personal,Call Center,Four-Door Car,Medsize,3,2
Oregon,No,Extended,High School or Below,Employed,F,Urban,Married,Personal,Web,Four-Door Car,Medsize,1,4
Arizona,No,Extended,Bachelor,Employed,F,Urban,Married,Personal,Web,Sports Car,Medsize,3,4
Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate,Agent,SUV,Medsize,3,3
California,No,Premium,Master,Employed,M,Suburban,Divorced,Personal,Branch,Four-Door Car,Medsize,2,2
Oregon,No,Basic,College,Employed,F,Urban,Married,Corporate,Agent,Four-Door Car,Medsize,2,1
California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal,Agent,Sports Car,Large,3,2
California,No,Basic,College,Employed,F,Suburban,Married,Special,Call Center,Sports Car,Small,2,3
California,No,Basic,Bachelor,Medical Leave,M,Urban,Divorced,Corporate,Branch,SUV,Large,1,1
California,No,Extended,College,Employed,F,Rural,Married,Personal,Agent,Four-Door Car,Medsize,1,2
Arizona,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Corporate,Agent,Two-Door Car,Medsize,2,4
Oregon,No,Basic,College,Unemployed,F,Suburban,Married,Personal,Call Center,Luxury SUV,Medsize,3,1
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,Agent,Four-Door Car,Medsize,3,1
Oregon,No,Extended,Doctor,Employed,M,Suburban,Married,Personal,Branch,Four-Door Car,Medsize,2,2
Arizona,No,Basic,College,Employed,M,Suburban,Married,Corporate,Agent,Four-Door Car,Medsize,3,1
Arizona,No,Basic,College,Unemployed,F,Suburban,Divorced,Personal,Agent,Four-Door Car,Medsize,1,3
Oregon,No,Premium,High School or Below,Employed,M,Rural,Married,Corporate,Agent,Two-Door Car,Medsize,3,4
Washington,No,Extended,Master,Employed,F,Urban,Divorced,Corporate,Call Center,Sports Car,Medsize,2,2
Washington,No,Basic,Bachelor,Employed,M,Urban,Married,Personal,Call Center,Four-Door Car,Medsize,2,3
Oregon,Yes,Premium,College,Employed,M,Suburban,Married,Personal,Branch,Four-Door Car,Medsize,3,2
Nevada,No,Basic,High School or Below,Employed,F,Urban,Single,Special,Call Center,Four-Door Car,Medsize,3,4
Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal,Branch,Two-Door Car,Small,2,4
Oregon,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal,Agent,Four-Door Car,Small,1,3
Arizona,No,Extended,High School or Below,Medical Leave,M,Suburban,Married,Corporate,Agent,Four-Door Car,Large,1,2
Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal,Branch,Four-Door Car,Medsize,3,1
Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal,Web,Two-Door Car,Small,2,1
California,No,Extended,Master,Employed,F,Urban,Married,Personal,Branch,Two-Door Car,Medsize,1,2
Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate,Branch,Four-Door Car,Small,2,1
Washington,No,Extended,College,Employed,F,Suburban,Married,Personal,Web,Two-Door Car,Medsize,2,2
Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate,Call Center,Sports Car,Medsize,1,1
Washington,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal,Call Center,Four-Door Car,Small,3,3
California,Yes,Basic,Master,Employed,M,Suburban,Married,Personal,Branch,Four-Door Car,Small,3,1
Arizona,No,Basic,High School or Below,Employed,F,Urban,Single,Corporate,Agent,Four-Door Car,Medsize,3,4
California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,Branch,Four-Door Car,Small,2,1
Oregon,No,Basic,College,Employed,F,Rural,Married,Personal,Agent,Four-Door Car,Medsize,1,1
California,No,Basic,College,Employed,M,Suburban,Married,Corporate,Branch,SUV,Small,1,2
Nevada,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal,Agent,Two-Door Car,Medsize,3,3
California,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal,Call Center,Luxury Car,Small,2,3
Nevada,No,Basic,College,Employed,M,Urban,Single,Corporate,Branch,Two-Door Car,Medsize,2,1
Washington,No,Extended,College,Unemployed,M,Suburban,Single,Personal,Call Center,Four-Door Car,Medsize,2,2
Washington,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Corporate,Branch,Four-Door Car,Small,3,1
Oregon,Yes,Premium,Master,Disabled,F,Suburban,Divorced,Personal,Web,SUV,Medsize,3,1
Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Call Center,Two-Door Car,Medsize,3,1
Arizona,No,Extended,Bachelor,Employed,F,Urban,Single,Personal,Call Center,SUV,Medsize,3,1
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate,Branch,Two-Door Car,Medsize,1,2
Oregon,Yes,Extended,Bachelor,Retired,M,Suburban,Married,Corporate,Agent,Two-Door Car,Medsize,3,2
Arizona,No,Premium,Bachelor,Disabled,F,Suburban,Married,Corporate,Call Center,SUV,Medsize,3,1
Washington,No,Basic,Master,Employed,F,Suburban,Single,Personal,Agent,Two-Door Car,Medsize,3,2
Oregon,No,Basic,College,Employed,F,Urban,Married,Personal,Branch,Sports Car,Medsize,3,1
California,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal,Agent,Four-Door Car,Medsize,3,1
Oregon,No,Premium,Bachelor,Employed,M,Rural,Divorced,Personal,Web,Four-Door Car,Medsize,3,1
Oregon,No,Extended,Bachelor,Employed,M,Rural,Married,Personal,Agent,Four-Door Car,Medsize,3,1
California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal,Branch,Two-Door Car,Medsize,3,4
Nevada,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal,Call Center,Four-Door Car,Medsize,2,2
Washington,No,Premium,College,Employed,M,Suburban,Married,Corporate,Agent,Four-Door Car,Medsize,2,1
California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,Call Center,SUV,Medsize,1,1
Oregon,No,Premium,Bachelor,Unemployed,M,Suburban,Divorced,Personal,Agent,Four-Door Car,Medsize,2,1
Arizona,Yes,Basic,Bachelor,Employed,F,Urban,Divorced,Personal,Web,Two-Door Car,Medsize,2,2
Nevada,Yes,Basic,Master,Employed,F,Rural,Married,Corporate,Web,Four-Door Car,Large,3,2
